,TeamID,SubjectID,Degree,DegreeCentrality,BetweennessCentrality,EigenvectorCentrality,ClosenessCentrality
57,201147,2,2.0,0.5,0.0,0.3941027427420237,0.6666666666666666
58,201147,3,2.0,0.5,0.0,0.3941027427420237,0.6666666666666666
59,201147,4,2.0,0.5,0.0,0.3941027427420237,0.6666666666666666
60,201161,0,4.0,1.0,0.25,0.5477224704469998,1.0
61,201161,1,4.0,1.0,0.25,0.5477224704469998,1.0
62,201161,2,2.0,0.5,0.0,0.36514845872825974,0.6666666666666666
63,201161,3,2.0,0.5,0.0,0.36514845872825974,0.6666666666666666
64,201161,4,2.0,0.5,0.0,0.36514845872825974,0.6666666666666666
65,201183,0,4.0,1.0,0.5,0.5235633112090369,1.0
66,201183,1,3.0,0.75,0.0,0.4820442559301269,0.8
67,201183,2,3.0,0.75,0.0,0.4820442559301269,0.8
68,201183,3,3.0,0.75,0.0,0.4820442559301269,0.8
69,201183,4,1.0,0.25,0.0,0.16965100981173117,0.5714285714285714
70,201233,0,2.0,0.5,0.5,0.49999999508235293,0.5714285714285714
71,201233,1,2.0,0.5,0.5,0.49999999508235293,0.5714285714285714
72,201233,2,2.0,0.5,0.6666666666666666,0.5773493802714443,0.6666666666666666
73,201233,3,1.0,0.25,0.0,0.2886760320285294,0.4
74,201233,4,1.0,0.25,0.0,0.2886760320285294,0.4
75,201240,0,2.0,0.5,0.5,0.34248744909850964,0.6666666666666666
76,201240,1,3.0,0.75,0.6666666666666666,0.6037035301706528,0.8
77,201240,2,2.0,0.5,0.0,0.4971525984525413,0.5714285714285714
78,201240,3,2.0,0.5,0.0,0.4971525984525413,0.5714285714285714
79,201240,4,1.0,0.25,0.0,0.15467056143060928,0.4444444444444444
80,201301,0,4.0,1.0,0.8333333333333333,0.6358559007605202,1.0
81,201301,1,2.0,0.5,0.0,0.47348538364848347,0.6666666666666666
82,201301,2,2.0,0.5,0.0,0.47348538364848347,0.6666666666666666
83,201301,3,1.0,0.25,0.0,0.2713949671701046,0.5714285714285714
84,201301,4,1.0,0.25,0.0,0.2713949671701046,0.5714285714285714
85,201310,0,2.0,0.5,0.5,0.34248744909850964,0.6666666666666666
86,201310,1,3.0,0.75,0.6666666666666666,0.6037035301706528,0.8
87,201310,2,2.0,0.5,0.0,0.4971525984525413,0.5714285714285714
88,201310,3,2.0,0.5,0.0,0.4971525984525413,0.5714285714285714
89,201310,4,1.0,0.25,0.0,0.15467056143060928,0.4444444444444444
90,201351,0,2.0,0.5,0.16666666666666666,0.4472135954999579,0.6666666666666666
91,201351,1,2.0,0.5,0.16666666666666666,0.4472135954999579,0.6666666666666666
92,201351,2,2.0,0.5,0.16666666666666666,0.4472135954999579,0.6666666666666666
93,201351,3,2.0,0.5,0.16666666666666666,0.4472135954999579,0.6666666666666666
94,201351,4,2.0,0.5,0.16666666666666666,0.4472135954999579,0.6666666666666666
95,201456,0,2.0,0.5,0.5,0.49999999508235293,0.5714285714285714
96,201456,1,2.0,0.5,0.5,0.49999999508235293,0.5714285714285714
97,201456,2,2.0,0.5,0.6666666666666666,0.5773493802714443,0.6666666666666666
98,201456,3,1.0,0.25,0.0,0.2886760320285294,0.4
99,201456,4,1.0,0.25,0.0,0.2886760320285294,0.4
100,201462,0,4.0,1.0,0.05555555555555555,0.47922935468618827,1.0
101,201462,1,4.0,1.0,0.05555555555555555,0.47922935468618827,1.0
102,201462,2,4.0,1.0,0.05555555555555555,0.47922935468618827,1.0
103,201462,3,3.0,0.75,0.0,0.3943460896352204,0.8
104,201462,4,3.0,0.75,0.0,0.3943460896352204,0.8
105,201493,0,2.0,0.5,0.5,0.49999999508235293,0.5714285714285714
106,201493,1,2.0,0.5,0.5,0.49999999508235293,0.5714285714285714
107,201493,2,2.0,0.5,0.6666666666666666,0.5773493802714443,0.6666666666666666
108,201493,3,1.0,0.25,0.0,0.2886760320285294,0.4
109,201493,4,1.0,0.25,0.0,0.2886760320285294,0.4
110,201513,0,1.0,0.5,0.5,0.49999999508235293,0.5714285714285714
111,201513,1,1.0,0.5,0.5,0.49999999508235293,0.5714285714285714
112,201513,2,2.0,0.5,0.6666666666666666,0.5773493802714443,0.6666666666666666
113,201513,3,1.0,0.25,0.0,0.2886760320285294,0.4
114,201513,4,1.0,0.25,0.0,0.2886760320285294,0.4
115,201577,0,3.0,0.75,0.5,0.47475035332048404,0.8
116,201577,1,3.0,0.75,0.16666666666666666,0.5370767614119432,0.8
117,201577,2,3.0,0.75,0.16666666666666666,0.5370767614119432,0.8
118,201577,3,2.0,0.5,0.0,0.4066931516499399,0.5714285714285714
119,201577,4,1.0,0.25,0.0,0.17974951217077528,0.5
120,201586,0,4.0,1.0,0.1111111111111111,0.5257311533463396,1.0
121,201586,1,3.0,0.75,0.05555555555555555,0.425325391436112,0.8
122,201586,2,3.0,0.75,0.05555555555555555,0.425325391436112,0.8
123,201586,3,3.0,0.75,0.05555555555555555,0.425325391436112,0.8
124,201586,4,3.0,0.75,0.05555555555555555,0.425325391436112,0.8
125,201590,0,3.0,0.75,0.5833333333333333,0.5573460928203134,0.8
126,201590,1,2.0,0.5,0.08333333333333333,0.4351612755040572,0.5714285714285714
127,201590,2,2.0,0.5,0.16666666666666666,0.46470484153902547,0.6666666666666666
128,201590,3,2.0,0.5,0.16666666666666666,0.46470484153902547,0.6666666666666666
129,201590,4,1.0,0.25,0.0,0.26095750155914454,0.5
130,201626,0,4.0,1.0,0.05555555555555555,0.47922935468618827,1.0
131,201626,1,4.0,1.0,0.05555555555555555,0.47922935468618827,1.0
132,201626,2,4.0,1.0,0.05555555555555555,0.47922935468618827,1.0
133,201626,3,3.0,0.75,0.0,0.3943460896352204,0.8
134,201626,4,3.0,0.75,0.0,0.3943460896352204,0.8
135,201636,0,3.0,0.75,0.5,0.47475035332048404,0.8
136,201636,1,3.0,0.75,0.16666666666666666,0.5370767614119432,0.8
137,201636,2,3.0,0.75,0.16666666666666666,0.5370767614119432,0.8
138,201636,3,2.0,0.5,0.0,0.4066931516499399,0.5714285714285714
139,201636,4,1.0,0.25,0.0,0.17974951217077528,0.5
140,201656,0,3.0,1.0,0.5833333333333333,0.5825392535755105,1.0
141,201656,1,3.0,0.75,0.08333333333333333,0.5236826290621273,0.8
142,201656,2,1.0,0.5,0.0,0.4119170973700677,0.6666666666666666
143,201656,3,1.0,0.5,0.0,0.4119170973700677,0.6666666666666666
144,201656,4,1.0,0.25,0.0,0.21691733875073668,0.5714285714285714
